titolo,descrizione,lat,long,immagine_copertina
Palazzo Municipale - Corciano,"Il palazzo Municipale di Corciano si trova lungo corso Cardinale Luigi Rotelli. <br> <p>Fu edificato intorno alla metà del XVI secolo dai duchi Della Corgna che dopo l'elezione al soglio pontificio di Giulio III (1550), zio di Fulvio della Corgna, realizzarono imponenti residenze nei territori a loro soggetti tra cui Corciano, Pieve del Vescovo, Castiglion del Lago e Città della Pieve.</p>&nbsp; Il palazzo passò poi ai Doni, famiglia imparentata con i Della Corgna, che lo vendettero a Innocenzo Massini; questi lo cedette al conte Ungaro Oddi che lo utilizzò come casa di villeggiatura; passò poi alla famiglia Innamorati. L'Amministrazione Comunale acquisì il palazzo nel 1887 pagando a Luigi Innamorati 800 scudi. <p></p> <p>Il palazzo sorse sopra abitazioni di epoca medievale di cui sono visibili tracce lungo tutto il perimetro esterno. La facciata è costituita da un avancorpo centrale rientrante su cui poggiano due avancorpi laterali. La realizzazione dell'edificio, contemporanea ai restauri del Castello di Pieve del Vescovo promossi dal vescovo Fulvio della Corgna, è variamente attribuita agli architetti Alessi e Vignola.</p> <p>Articolato in tre piani, collegati tra loro sia esternamente che internamente il palazzo aveva nei piani inferiori i depositi le scuderie; al di sopra era il piano nobile o di rappresentanza con le sale affrescate da Salvio Savini, artista manierista di matrice zuccaresca. All'ultimo piano era l'appartamento privato. L'edificio, completamente ristrutturato nel 1980, conserva al piano terra una raccolta Paleontologica e una di reperti archeologici.&nbsp; &nbsp;&nbsp;</p>",43.1237872,12.289259600000037,https://www.umbriatourism.it//documents/20126/328958/palazzomunicipale1/b5dacf68-ec4c-c62d-0059-d01c6f42ddf2
